Date,Category,Location,Quantity,UnitPrice,SalesAmount
2023-02-02,Sides,Suburban Diner,3,7,21
2023-02-09,Sides,Uptown Bistro,4,7,28
2023-02-13,Sides,Suburban Diner,4,7,28
2023-02-18,Desserts,Suburban Diner,4,7,28
2023-02-25,Desserts,Beachside Cafe,3,7,21
2023-02-27,Desserts,Uptown Bistro,3,7,21
2023-03-11,Beverages,Uptown Bistro,3,7,21
2023-03-18,Desserts,Uptown Bistro,5,7,35
2023-03-19,Desserts,Downtown Branch,5,7,35
2023-03-23,Sides,Downtown Branch,3,7,21
2023-03-24,Sides,Downtown Branch,4,7,28
2023-03-28,Sides,Suburban Diner,4,7,28
2023-03-30,Beverages,Beachside Cafe,1,7,7
2023-04-01,Sides,Suburban Diner,5,7,35
2023-04-01,Desserts,Downtown Branch,3,7,21
2023-04-04,Sides,Downtown Branch,5,7,35
2023-04-12,Desserts,Uptown Bistro,4,7,28
2023-04-14,Desserts,Beachside Cafe,1,7,7
2023-04-14,Sides,Uptown Bistro,1,7,7
2023-04-15,Desserts,Suburban Diner,5,7,35
2023-04-20,Beverages,Suburban Diner,1,7,7
2023-04-21,Sides,Beachside Cafe,4,7,28
2023-04-26,Sides,Beachside Cafe,5,7,35
2023-05-02,Sides,Uptown Bistro,3,7,21
2023-05-02,Beverages,Beachside Cafe,1,7,7
2023-05-04,Sides,Suburban Diner,3,7,21
2023-05-06,Desserts,Uptown Bistro,3,7,21
2023-05-16,Sides,Beachside Cafe,3,7,21
2023-05-24,Sides,Uptown Bistro,3,7,21
2023-05-28,Desserts,Suburban Diner,5,7,35
2023-05-30,Desserts,Uptown Bistro,5,7,35
2023-06-01,Desserts,Suburban Diner,4,7,28
2023-06-17,Beverages,Uptown Bistro,5,7,35
2023-06-26,Desserts,Downtown Branch,3,7,21
2023-06-28,Sides,Beachside Cafe,3,7,21
2023-06-30,Beverages,Beachside Cafe,4,7,28
2023-07-06,Desserts,Beachside Cafe,3,7,21
2023-07-08,Beverages,Uptown Bistro,5,7,35
2023-07-08,Beverages,Beachside Cafe,5,7,35
2023-07-15,Sides,Downtown Branch,4,7,28
2023-07-15,Beverages,Downtown Branch,4,7,28
2023-07-19,Sides,Uptown Bistro,1,7,7
2023-07-20,Desserts,Uptown Bistro,1,7,7
2023-07-20,Beverages,Suburban Diner,5,7,35
2023-07-21,Beverages,Beachside Cafe,3,7,21
2023-07-28,Beverages,Suburban Diner,1,7,7
2023-08-08,Desserts,Uptown Bistro,3,7,21
2023-08-09,Sides,Downtown Branch,1,7,7
2023-08-15,Sides,Uptown Bistro,3,7,21
2023-08-17,Sides,Suburban Diner,5,7,35
2023-08-27,Beverages,Uptown Bistro,4,7,28
2023-08-30,Sides,Uptown Bistro,4,7,28
2023-08-31,Beverages,Uptown Bistro,1,7,7
2023-09-05,Sides,Suburban Diner,5,7,35
2023-09-10,Sides,Uptown Bistro,5,7,35
2023-09-16,Desserts,Suburban Diner,4,7,28
2023-09-20,Sides,Suburban Diner,3,7,21
2023-09-21,Desserts,Downtown Branch,5,7,35
2023-09-22,Beverages,Beachside Cafe,3,7,21
2023-09-23,Desserts,Beachside Cafe,1,7,7
2023-09-27,Sides,Uptown Bistro,1,7,7
2023-09-29,Desserts,Suburban Diner,4,7,28
2023-09-30,Beverages,Beachside Cafe,1,7,7
2023-10-02,Desserts,Suburban Diner,5,7,35
2023-10-02,Sides,Uptown Bistro,5,7,35
2023-10-05,Sides,Downtown Branch,3,7,21
2023-10-08,Desserts,Beachside Cafe,4,7,28
2023-10-13,Desserts,Suburban Diner,4,7,28
2023-10-17,Desserts,Suburban Diner,1,7,7
2023-10-20,Desserts,Downtown Branch,3,7,21
2023-10-22,Desserts,Downtown Branch,1,7,7
2023-11-09,Desserts,Suburban Diner,3,7,21
2023-11-09,Sides,Uptown Bistro,3,7,21
2023-11-09,Sides,Downtown Branch,4,7,28
2023-11-10,Sides,Beachside Cafe,5,7,35
2023-11-10,Desserts,Downtown Branch,3,7,21
2023-11-12,Sides,Beachside Cafe,3,7,21
2023-11-14,Sides,Uptown Bistro,3,7,21
2023-11-30,Desserts,Suburban Diner,4,7,28
2023-11-30,Desserts,Uptown Bistro,3,7,21
2023-12-02,Sides,Uptown Bistro,1,7,7
2023-12-06,Desserts,Downtown Branch,4,7,28
2023-12-07,Sides,Suburban Diner,4,7,28
2023-12-09,Desserts,Suburban Diner,1,7,7
2023-12-17,Beverages,Beachside Cafe,5,7,35
2023-12-22,Sides,Downtown Branch,5,7,35
2023-12-23,Desserts,Uptown Bistro,1,7,7
2023-12-24,Desserts,Beachside Cafe,1,7,7
2023-12-26,Desserts,Uptown Bistro,1,7,7
2023-12-27,Beverages,Downtown Branch,3,7,21
2023-12-29,Sides,Uptown Bistro,5,7,35
2024-01-07,Sides,Downtown Branch,4,7,28
2024-01-08,Beverages,Beachside Cafe,4,7,28
2024-01-09,Desserts,Beachside Cafe,4,7,28
2024-01-12,Sides,Downtown Branch,1,7,7
2024-01-14,Desserts,Beachside Cafe,1,7,7
2024-01-17,Beverages,Downtown Branch,5,7,35
2024-01-22,Sides,Suburban Diner,3,7,21
2024-01-25,Sides,Downtown Branch,3,7,21
2024-01-29,Sides,Suburban Diner,4,7,28
2024-01-29,Beverages,Beachside Cafe,4,7,28
2024-02-05,Beverages,Suburban Diner,3,7,21
2024-02-07,Desserts,Beachside Cafe,3,7,21
2024-02-28,Beverages,Uptown Bistro,3,7,21
2024-02-28,Beverages,Downtown Branch,5,7,35
2024-02-29,Desserts,Downtown Branch,3,7,21
2024-03-04,Beverages,Downtown Branch,3,7,21
2024-03-04,Desserts,Uptown Bistro,4,7,28
2024-03-10,Sides,Uptown Bistro,5,7,35
2024-03-11,Beverages,Uptown Bistro,3,7,21
2024-03-21,Beverages,Uptown Bistro,1,7,7
2024-03-25,Sides,Downtown Branch,5,7,35
2024-03-27,Beverages,Suburban Diner,3,7,21
2024-03-27,Sides,Downtown Branch,5,7,35
2024-03-31,Beverages,Downtown Branch,3,7,21
2024-04-05,Beverages,Beachside Cafe,1,7,7
2024-04-08,Desserts,Suburban Diner,3,7,21
2024-04-10,Beverages,Beachside Cafe,5,7,35
2024-04-11,Beverages,Downtown Branch,1,7,7
2024-04-13,Sides,Uptown Bistro,5,7,35
2024-04-16,Desserts,Beachside Cafe,4,7,28
2024-04-22,Beverages,Suburban Diner,1,7,7
2024-05-01,Sides,Suburban Diner,3,7,21
2024-05-03,Beverages,Downtown Branch,3,7,21
2024-05-03,Beverages,Suburban Diner,5,7,35
2024-05-03,Beverages,Suburban Diner,5,7,35
2024-05-03,Sides,Downtown Branch,5,7,35
2024-05-06,Beverages,Suburban Diner,5,7,35
2024-05-09,Desserts,Uptown Bistro,4,7,28
2024-05-10,Sides,Uptown Bistro,3,7,21
2024-05-10,Sides,Suburban Diner,5,7,35
2024-05-15,Sides,Downtown Branch,5,7,35
2024-05-22,Sides,Suburban Diner,1,7,7
2024-05-23,Sides,Downtown Branch,1,7,7
2024-05-25,Sides,Beachside Cafe,3,7,21
2024-05-26,Beverages,Beachside Cafe,1,7,7
2024-06-02,Sides,Suburban Diner,5,7,35
2024-06-04,Beverages,Downtown Branch,4,7,28
2024-06-04,Desserts,Suburban Diner,5,7,35
2024-06-08,Beverages,Suburban Diner,4,7,28
2024-06-10,Sides,Uptown Bistro,3,7,21
2024-06-13,Desserts,Uptown Bistro,4,7,28
2024-06-13,Desserts,Downtown Branch,4,7,28
2024-06-19,Beverages,Beachside Cafe,5,7,35
2024-06-22,Sides,Downtown Branch,3,7,21
2024-06-22,Desserts,Beachside Cafe,3,7,21
2024-06-24,Desserts,Suburban Diner,3,7,21
2024-06-26,Beverages,Downtown Branch,3,7,21
2024-07-04,Desserts,Suburban Diner,4,7,28
2024-07-08,Desserts,Uptown Bistro,4,7,28
2024-07-09,Beverages,Downtown Branch,1,7,7
2024-07-15,Desserts,Beachside Cafe,3,7,21
2024-07-15,Sides,Uptown Bistro,5,7,35
2024-07-20,Beverages,Beachside Cafe,5,7,35
2024-07-25,Beverages,Beachside Cafe,4,7,28
2024-07-30,Sides,Downtown Branch,3,7,21
2024-08-01,Sides,Beachside Cafe,5,7,35
2024-08-02,Desserts,Suburban Diner,5,7,35
2024-08-02,Desserts,Downtown Branch,4,7,28
2024-08-05,Desserts,Uptown Bistro,5,7,35
2024-08-06,Sides,Downtown Branch,5,7,35
2024-08-09,Desserts,Beachside Cafe,5,7,35
2024-08-17,Sides,Uptown Bistro,5,7,35
2024-08-23,Beverages,Suburban Diner,1,7,7
2024-08-24,Desserts,Downtown Branch,1,7,7
2024-08-26,Beverages,Suburban Diner,5,7,35
2024-08-29,Desserts,Downtown Branch,5,7,35
2024-08-29,Sides,Suburban Diner,5,7,35
2024-09-02,Desserts,Suburban Diner,4,7,28
2024-09-02,Beverages,Uptown Bistro,5,7,35
2024-09-07,Sides,Downtown Branch,3,7,21
2024-09-07,Beverages,Beachside Cafe,4,7,28
2024-09-08,Sides,Uptown Bistro,1,7,7
2024-09-08,Desserts,Uptown Bistro,1,7,7
2024-09-09,Beverages,Beachside Cafe,5,7,35
2024-09-12,Beverages,Uptown Bistro,4,7,28
2024-09-13,Sides,Uptown Bistro,1,7,7
2024-09-14,Sides,Beachside Cafe,5,7,35
2024-09-14,Sides,Suburban Diner,3,7,21
2024-09-23,Beverages,Downtown Branch,5,7,35
2024-09-24,Sides,Beachside Cafe,4,7,28
2024-09-24,Desserts,Downtown Branch,5,7,35
2024-09-28,Beverages,Downtown Branch,3,7,21
2024-10-04,Sides,Suburban Diner,5,7,35
2024-10-05,Beverages,Uptown Bistro,3,7,21
2024-10-07,Beverages,Downtown Branch,4,7,28
2024-10-11,Beverages,Suburban Diner,3,7,21
2024-10-12,Desserts,Downtown Branch,1,7,7
2024-10-25,Sides,Beachside Cafe,4,7,28
2024-10-26,Desserts,Suburban Diner,4,7,28
2024-10-27,Desserts,Uptown Bistro,3,7,21
2024-10-27,Beverages,Downtown Branch,5,7,35
2024-10-28,Sides,Downtown Branch,1,7,7
2024-11-07,Desserts,Uptown Bistro,5,7,35
2024-11-12,Sides,Downtown Branch,4,7,28
2024-11-14,Sides,Downtown Branch,5,7,35
2024-11-15,Beverages,Beachside Cafe,3,7,21
2024-11-18,Beverages,Downtown Branch,4,7,28
2024-11-19,Beverages,Beachside Cafe,1,7,7
2024-11-19,Beverages,Downtown Branch,5,7,35
2024-11-24,Desserts,Beachside Cafe,3,7,21
2024-11-25,Sides,Suburban Diner,4,7,28
2024-11-25,Beverages,Downtown Branch,4,7,28
2024-11-27,Sides,Suburban Diner,4,7,28
2024-12-02,Beverages,Uptown Bistro,1,7,7
2024-12-06,Sides,Downtown Branch,4,7,28
2024-12-06,Beverages,Beachside Cafe,3,7,21
2024-12-13,Desserts,Suburban Diner,3,7,21
2024-12-15,Sides,Downtown Branch,3,7,21
2024-12-15,Sides,Beachside Cafe,4,7,28
2024-12-17,Sides,Downtown Branch,1,7,7
2024-12-22,Beverages,Suburban Diner,4,7,28
2024-12-23,Desserts,Downtown Branch,5,7,35
2024-12-23,Desserts,Beachside Cafe,5,7,35
2024-12-26,Sides,Suburban Diner,3,7,21
2024-12-29,Sides,Beachside Cafe,3,7,21
2024-12-30,Beverages,Suburban Diner,4,7,28
2023-01-12,Sides,Beachside Cafe,2,7,14
2023-01-12,Desserts,Beachside Cafe,2,7,14
2023-02-15,Desserts,Suburban Diner,2,7,14
2023-03-03,Desserts,Uptown Bistro,2,7,14
2023-03-07,Desserts,Downtown Branch,2,7,14
2023-03-12,Sides,Suburban Diner,2,7,14
2023-03-28,Beverages,Suburban Diner,2,7,14
2023-04-13,Sides,Beachside Cafe,2,7,14
2023-06-07,Beverages,Suburban Diner,2,7,14
2023-06-18,Sides,Uptown Bistro,2,7,14
2023-07-02,Sides,Uptown Bistro,2,7,14
2023-07-20,Sides,Downtown Branch,2,7,14
2023-07-23,Beverages,Suburban Diner,2,7,14
2023-08-04,Desserts,Uptown Bistro,2,7,14
2023-08-24,Sides,Suburban Diner,2,7,14
2023-09-07,Beverages,Uptown Bistro,2,7,14
2023-09-11,Beverages,Downtown Branch,2,7,14
2023-10-06,Desserts,Suburban Diner,2,7,14
2023-11-02,Sides,Beachside Cafe,2,7,14
2023-11-09,Desserts,Beachside Cafe,2,7,14
2023-11-24,Sides,Downtown Branch,2,7,14
2023-11-29,Desserts,Uptown Bistro,2,7,14
2023-12-27,Desserts,Beachside Cafe,2,7,14
2024-01-01,Beverages,Suburban Diner,2,7,14
2024-01-08,Beverages,Downtown Branch,2,7,14
2024-01-18,Desserts,Uptown Bistro,2,7,14
2024-01-20,Sides,Suburban Diner,2,7,14
2024-01-31,Sides,Beachside Cafe,2,7,14
2024-02-28,Desserts,Beachside Cafe,2,7,14
2024-03-06,Sides,Uptown Bistro,2,7,14
2024-03-17,Beverages,Beachside Cafe,2,7,14
2024-03-23,Beverages,Beachside Cafe,2,7,14
2024-03-24,Desserts,Beachside Cafe,2,7,14
2024-04-03,Sides,Suburban Diner,2,7,14
2024-04-15,Beverages,Uptown Bistro,2,7,14
2024-04-29,Sides,Uptown Bistro,2,7,14
2024-05-15,Desserts,Uptown Bistro,2,7,14
2024-05-18,Desserts,Downtown Branch,2,7,14
2024-05-22,Sides,Downtown Branch,2,7,14
2024-06-16,Sides,Beachside Cafe,2,7,14
2024-06-25,Beverages,Uptown Bistro,2,7,14
2024-07-05,Desserts,Beachside Cafe,2,7,14
2024-07-19,Sides,Uptown Bistro,2,7,14
2024-08-04,Desserts,Uptown Bistro,2,7,14
2024-08-08,Beverages,Downtown Branch,2,7,14
2024-08-11,Beverages,Downtown Branch,2,7,14
2024-08-11,Beverages,Downtown Branch,2,7,14
2024-08-16,Sides,Downtown Branch,2,7,14
2024-08-17,Desserts,Downtown Branch,2,7,14
2024-08-17,Beverages,Downtown Branch,2,7,14
2024-09-22,Sides,Suburban Diner,2,7,14
2024-10-02,Beverages,Suburban Diner,2,7,14
2024-10-03,Beverages,Uptown Bistro,2,7,14
2024-10-28,Beverages,Beachside Cafe,2,7,14
2024-10-31,Desserts,Downtown Branch,2,7,14
2024-11-05,Sides,Uptown Bistro,2,7,14
2024-11-07,Desserts,Uptown Bistro,2,7,14
2024-11-07,Sides,Suburban Diner,2,7,14
2024-11-30,Beverages,Downtown Branch,2,7,14
2024-12-01,Desserts,Beachside Cafe,2,7,14
2024-12-03,Desserts,Beachside Cafe,2,7,14
2024-12-21,Beverages,Suburban Diner,2,7,14
2024-12-23,Sides,Beachside Cafe,2,7,14
2024-12-28,Desserts,Downtown Branch,2,7,14
2023-01-21,Sides,Beachside Cafe,6,7,42
2023-01-22,Sides,Downtown Branch,6,7,42
2023-02-01,Sides,Beachside Cafe,6,7,42
2023-02-03,Sides,Beachside Cafe,6,7,42
2023-02-07,Beverages,Downtown Branch,6,7,42
2023-02-09,Sides,Suburban Diner,6,7,42
2023-02-21,Sides,Downtown Branch,6,7,42
2023-03-01,Desserts,Uptown Bistro,6,7,42
2023-03-26,Beverages,Beachside Cafe,6,7,42
2023-04-19,Beverages,Beachside Cafe,6,7,42
2023-04-19,Beverages,Beachside Cafe,6,7,42
2023-04-21,Sides,Beachside Cafe,6,7,42
2023-04-30,Desserts,Downtown Branch,6,7,42
2023-05-04,Desserts,Suburban Diner,6,7,42
2023-05-05,Sides,Beachside Cafe,6,7,42
2023-05-09,Beverages,Downtown Branch,6,7,42
2023-05-21,Beverages,Uptown Bistro,6,7,42
2023-05-25,Desserts,Uptown Bistro,6,7,42
2023-06-20,Desserts,Downtown Branch,6,7,42
2023-06-24,Beverages,Suburban Diner,6,7,42
2023-07-28,Beverages,Suburban Diner,6,7,42
2023-08-05,Desserts,Suburban Diner,6,7,42
2023-08-06,Sides,Beachside Cafe,6,7,42
2023-08-14,Beverages,Uptown Bistro,6,7,42
2023-08-16,Sides,Downtown Branch,6,7,42
2023-08-21,Desserts,Downtown Branch,6,7,42
2023-08-31,Desserts,Downtown Branch,6,7,42
2023-09-27,Beverages,Beachside Cafe,6,7,42
2023-10-05,Beverages,Beachside Cafe,6,7,42
2023-10-30,Beverages,Suburban Diner,6,7,42
2023-11-16,Desserts,Downtown Branch,6,7,42
2023-11-17,Sides,Uptown Bistro,6,7,42
2023-11-19,Sides,Downtown Branch,6,7,42
2023-11-26,Beverages,Uptown Bistro,6,7,42
2023-11-26,Beverages,Uptown Bistro,6,7,42
2023-12-17,Beverages,Uptown Bistro,6,7,42
2023-12-18,Beverages,Downtown Branch,6,7,42
2024-01-11,Sides,Downtown Branch,6,7,42
2024-01-26,Beverages,Beachside Cafe,6,7,42
2024-01-29,Sides,Suburban Diner,6,7,42
2024-02-04,Beverages,Beachside Cafe,6,7,42
2024-02-05,Desserts,Suburban Diner,6,7,42
2024-03-15,Beverages,Downtown Branch,6,7,42
2024-03-22,Desserts,Uptown Bistro,6,7,42
2024-03-29,Sides,Uptown Bistro,6,7,42
2024-04-01,Sides,Beachside Cafe,6,7,42
2024-04-05,Beverages,Downtown Branch,6,7,42
2024-05-02,Desserts,Suburban Diner,6,7,42
2024-05-17,Desserts,Beachside Cafe,6,7,42
2024-05-23,Beverages,Uptown Bistro,6,7,42
2024-05-27,Beverages,Suburban Diner,6,7,42
2024-06-14,Beverages,Suburban Diner,6,7,42
2024-06-18,Desserts,Suburban Diner,6,7,42
2024-07-03,Desserts,Downtown Branch,6,7,42
2024-07-09,Desserts,Downtown Branch,6,7,42
2024-07-10,Sides,Suburban Diner,6,7,42
2024-07-10,Sides,Downtown Branch,6,7,42
2024-07-23,Desserts,Downtown Branch,6,7,42
2024-08-09,Beverages,Suburban Diner,6,7,42
2024-08-13,Sides,Uptown Bistro,6,7,42
2024-08-25,Desserts,Suburban Diner,6,7,42
2024-08-26,Desserts,Suburban Diner,6,7,42
2024-08-29,Beverages,Uptown Bistro,6,7,42
2024-08-31,Sides,Beachside Cafe,6,7,42
2024-09-07,Beverages,Beachside Cafe,6,7,42
2024-09-23,Beverages,Downtown Branch,6,7,42
2024-09-24,Beverages,Uptown Bistro,6,7,42
2024-10-04,Desserts,Downtown Branch,6,7,42
2024-10-27,Sides,Uptown Bistro,6,7,42
2024-10-29,Desserts,Downtown Branch,6,7,42
2024-11-08,Sides,Beachside Cafe,6,7,42
2024-11-19,Sides,Suburban Diner,6,7,42
2024-11-26,Desserts,Beachside Cafe,6,7,42
2024-12-17,Beverages,Uptown Bistro,6,7,42
2024-12-22,Sides,Beachside Cafe,6,7,42
2024-12-25,Beverages,Beachside Cafe,6,7,42
2023-01-31,Desserts,Beachside Cafe,6,6,36
2023-02-03,Desserts,Beachside Cafe,2,6,12
2023-02-08,Desserts,Suburban Diner,1,6,6
2023-02-23,Desserts,Suburban Diner,4,6,24
2023-02-26,Desserts,Suburban Diner,1,6,6
2023-03-11,Desserts,Beachside Cafe,1,6,6
2023-03-17,Desserts,Uptown Bistro,2,6,12
2023-03-23,Desserts,Uptown Bistro,1,6,6
2023-04-17,Desserts,Uptown Bistro,1,6,6
2023-05-12,Desserts,Suburban Diner,3,6,18
2023-05-14,Desserts,Downtown Branch,6,6,36
2023-05-22,Desserts,Beachside Cafe,3,6,18
2023-05-25,Desserts,Uptown Bistro,1,6,6
2023-05-25,Desserts,Beachside Cafe,4,6,24
2023-05-30,Desserts,Beachside Cafe,3,6,18
2023-06-04,Desserts,Downtown Branch,1,6,6
2023-06-10,Desserts,Suburban Diner,3,6,18
2023-06-12,Desserts,Suburban Diner,3,6,18
2023-06-15,Desserts,Suburban Diner,6,6,36
2023-06-15,Desserts,Beachside Cafe,2,6,12
2023-06-17,Desserts,Beachside Cafe,2,6,12
2023-06-17,Desserts,Uptown Bistro,1,6,6
2023-06-29,Desserts,Suburban Diner,4,6,24
2023-07-09,Desserts,Beachside Cafe,2,6,12
2023-07-17,Desserts,Uptown Bistro,3,6,18
2023-07-28,Desserts,Downtown Branch,4,6,24
2023-08-05,Desserts,Downtown Branch,1,6,6
2023-08-10,Desserts,Downtown Branch,1,6,6
2023-08-16,Desserts,Suburban Diner,5,6,30
2023-08-22,Desserts,Downtown Branch,6,6,36
2023-08-22,Desserts,Uptown Bistro,5,6,30
2023-08-26,Desserts,Downtown Branch,5,6,30
2023-09-12,Desserts,Suburban Diner,3,6,18
2023-09-17,Desserts,Beachside Cafe,2,6,12
2023-09-21,Desserts,Beachside Cafe,5,6,30
2023-09-27,Desserts,Uptown Bistro,1,6,6
2023-10-12,Desserts,Beachside Cafe,4,6,24
2023-10-14,Desserts,Downtown Branch,6,6,36
2023-10-17,Desserts,Suburban Diner,5,6,30
2023-10-26,Desserts,Downtown Branch,2,6,12
2023-11-05,Desserts,Downtown Branch,3,6,18
2023-11-12,Desserts,Uptown Bistro,6,6,36
2023-11-22,Desserts,Uptown Bistro,3,6,18
2023-12-01,Desserts,Uptown Bistro,2,6,12
2023-12-02,Desserts,Downtown Branch,5,6,30
2023-12-07,Desserts,Beachside Cafe,1,6,6
2023-12-14,Desserts,Uptown Bistro,3,6,18
2024-02-12,Desserts,Downtown Branch,3,6,18
2024-02-14,Desserts,Suburban Diner,2,6,12
2024-02-21,Desserts,Uptown Bistro,5,6,30
2024-02-21,Desserts,Uptown Bistro,1,6,6
2024-02-24,Desserts,Beachside Cafe,1,6,6
2024-03-04,Desserts,Downtown Branch,1,6,6
2024-03-19,Desserts,Uptown Bistro,1,6,6
2024-04-04,Desserts,Beachside Cafe,5,6,30
2024-04-18,Desserts,Downtown Branch,2,6,12
2024-04-26,Desserts,Downtown Branch,4,6,24
2024-05-02,Desserts,Downtown Branch,5,6,30
2024-05-10,Desserts,Suburban Diner,1,6,6
2024-05-23,Desserts,Downtown Branch,2,6,12
2024-05-25,Desserts,Uptown Bistro,1,6,6
2024-05-27,Desserts,Beachside Cafe,4,6,24
2024-07-03,Desserts,Suburban Diner,4,6,24
2024-07-30,Desserts,Uptown Bistro,5,6,30
2024-08-07,Desserts,Uptown Bistro,5,6,30
2024-08-13,Desserts,Downtown Branch,4,6,24
2024-09-01,Desserts,Beachside Cafe,2,6,12
2024-09-01,Desserts,Uptown Bistro,3,6,18
2024-09-02,Desserts,Uptown Bistro,3,6,18
2024-09-16,Desserts,Suburban Diner,2,6,12
2024-09-17,Desserts,Downtown Branch,5,6,30
2024-09-19,Desserts,Beachside Cafe,5,6,30
2024-09-23,Desserts,Beachside Cafe,6,6,36
2024-09-29,Desserts,Uptown Bistro,5,6,30
2024-10-08,Desserts,Beachside Cafe,5,6,30
2024-11-04,Desserts,Suburban Diner,3,6,18
2024-11-04,Desserts,Uptown Bistro,6,6,36
2024-11-05,Desserts,Downtown Branch,3,6,18
2024-11-08,Desserts,Suburban Diner,1,6,6
2024-11-11,Desserts,Downtown Branch,1,6,6
2024-11-15,Desserts,Uptown Bistro,4,6,24
2024-11-19,Desserts,Suburban Diner,1,6,6
2024-11-28,Desserts,Suburban Diner,5,6,30
2024-11-29,Desserts,Suburban Diner,1,6,6
2024-12-05,Desserts,Beachside Cafe,6,6,36
2024-12-06,Desserts,Uptown Bistro,4,6,24
2024-12-26,Desserts,Downtown Branch,4,6,24
2024-12-27,Desserts,Suburban Diner,1,6,6
2024-12-28,Desserts,Downtown Branch,6,6,36
2023-01-10,Beverages,Uptown Bistro,2,6,12
2023-01-12,Beverages,Beachside Cafe,2,6,12
2023-01-17,Beverages,Suburban Diner,2,6,12
2023-01-23,Beverages,Downtown Branch,1,6,6
2023-01-29,Beverages,Suburban Diner,2,6,12
2023-01-31,Beverages,Suburban Diner,3,6,18
2023-02-08,Beverages,Beachside Cafe,6,6,36
2023-02-09,Beverages,Beachside Cafe,2,6,12
2023-02-09,Beverages,Suburban Diner,6,6,36
2023-02-27,Beverages,Downtown Branch,5,6,30
2023-02-28,Beverages,Beachside Cafe,1,6,6
2023-03-01,Beverages,Suburban Diner,5,6,30
2023-03-05,Beverages,Downtown Branch,4,6,24
2023-03-14,Beverages,Uptown Bistro,6,6,36
2023-03-22,Beverages,Suburban Diner,5,6,30
2023-03-24,Beverages,Beachside Cafe,6,6,36
2023-03-30,Beverages,Beachside Cafe,2,6,12
2023-03-31,Beverages,Downtown Branch,3,6,18
2023-04-11,Beverages,Downtown Branch,5,6,30
2023-04-14,Beverages,Beachside Cafe,4,6,24
2023-04-14,Beverages,Uptown Bistro,1,6,6
2023-04-27,Beverages,Suburban Diner,3,6,18
2023-05-01,Beverages,Beachside Cafe,5,6,30
2023-05-02,Beverages,Uptown Bistro,1,6,6
2023-05-12,Beverages,Uptown Bistro,4,6,24
2023-05-12,Beverages,Beachside Cafe,5,6,30
2023-05-16,Beverages,Suburban Diner,3,6,18
2023-05-24,Beverages,Downtown Branch,4,6,24
2023-06-04,Beverages,Beachside Cafe,4,6,24
2023-06-05,Beverages,Beachside Cafe,5,6,30
2023-06-12,Beverages,Downtown Branch,5,6,30
2023-06-17,Beverages,Beachside Cafe,4,6,24
2023-06-22,Beverages,Uptown Bistro,3,6,18
2023-06-27,Beverages,Downtown Branch,3,6,18
2023-07-15,Beverages,Uptown Bistro,2,6,12
2023-07-19,Beverages,Uptown Bistro,5,6,30
2023-07-30,Beverages,Uptown Bistro,6,6,36
2023-08-02,Beverages,Beachside Cafe,4,6,24
2023-08-04,Beverages,Beachside Cafe,1,6,6
2023-08-17,Beverages,Uptown Bistro,3,6,18
2023-09-02,Beverages,Uptown Bistro,6,6,36
2023-09-04,Beverages,Suburban Diner,4,6,24
2023-09-12,Beverages,Suburban Diner,2,6,12
2023-09-28,Beverages,Uptown Bistro,1,6,6
2023-10-04,Beverages,Suburban Diner,2,6,12
2023-10-27,Beverages,Suburban Diner,5,6,30
2023-11-04,Beverages,Uptown Bistro,5,6,30
2023-11-11,Beverages,Uptown Bistro,2,6,12
2023-11-11,Beverages,Uptown Bistro,2,6,12
2023-11-17,Beverages,Uptown Bistro,5,6,30
2023-11-26,Beverages,Beachside Cafe,4,6,24
2023-12-04,Beverages,Beachside Cafe,6,6,36
2023-12-07,Beverages,Beachside Cafe,4,6,24
2023-12-28,Beverages,Downtown Branch,6,6,36
2024-01-07,Beverages,Downtown Branch,1,6,6
2024-01-08,Beverages,Downtown Branch,2,6,12
2024-01-14,Beverages,Downtown Branch,2,6,12
2024-01-16,Beverages,Uptown Bistro,5,6,30
2024-01-24,Beverages,Beachside Cafe,4,6,24
2024-01-25,Beverages,Uptown Bistro,6,6,36
2024-02-13,Beverages,Suburban Diner,4,6,24
2024-02-19,Beverages,Uptown Bistro,1,6,6
2024-02-20,Beverages,Suburban Diner,2,6,12
2024-03-04,Beverages,Beachside Cafe,6,6,36
2024-03-08,Beverages,Beachside Cafe,3,6,18
2024-03-08,Beverages,Downtown Branch,6,6,36
2024-03-11,Beverages,Beachside Cafe,4,6,24
2024-03-18,Beverages,Uptown Bistro,6,6,36
2024-04-07,Beverages,Suburban Diner,2,6,12
2024-04-07,Beverages,Downtown Branch,2,6,12
2024-04-19,Beverages,Downtown Branch,2,6,12
2024-04-21,Beverages,Downtown Branch,6,6,36
2024-04-29,Beverages,Suburban Diner,4,6,24
2024-05-07,Beverages,Suburban Diner,5,6,30
2024-05-10,Beverages,Downtown Branch,2,6,12
2024-05-13,Beverages,Beachside Cafe,5,6,30
2024-05-29,Beverages,Suburban Diner,1,6,6
2024-06-01,Beverages,Uptown Bistro,6,6,36
2024-06-02,Beverages,Suburban Diner,1,6,6
2024-06-05,Beverages,Suburban Diner,5,6,30
2024-06-18,Beverages,Uptown Bistro,1,6,6
2024-06-21,Beverages,Downtown Branch,3,6,18
2024-07-01,Beverages,Uptown Bistro,2,6,12
2024-07-12,Beverages,Downtown Branch,2,6,12
2024-07-14,Beverages,Suburban Diner,4,6,24
2024-07-17,Beverages,Uptown Bistro,4,6,24
